id,animal_category,disease,sym_part,symptom,url
203,犬,犬の会陰（えいん）ヘルニアってどんな病気？原因や症状、治療法を解説！,便の異常,['下痢をしている' '便が出づらい' '血液が混ざっている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/863?breed=01999
204,犬,糞線虫症 <犬>,便の異常,['下痢をしている' '血液が混ざっている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/942?breed=01999
205,犬,糞線虫症 <犬>,食欲,['食欲不振（食欲がない）'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/942?breed=01999
206,犬,蛋白漏出性腸症 <犬>,便の異常,['下痢をしている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/864?breed=01999
207,犬,蛋白漏出性腸症 <犬>,吐く,['吐いている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/864?breed=01999
208,犬,蛋白漏出性腸症 <犬>,体重の変化,['体重が減る'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/864?breed=01999
209,犬,蛋白漏出性腸症 <犬>,その他の症状,['お腹が膨れる'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/864?breed=01999
210,犬,蛋白漏出性腸症 <犬>,食欲,['食欲不振（食欲がない）'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/864?breed=01999
211,犬,犬パルボウイルス感染症 <犬>,便の異常,['下痢をしている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/944?breed=01999
212,犬,犬パルボウイルス感染症 <犬>,吐く,['吐いている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/944?breed=01999
213,犬,犬パルボウイルス感染症 <犬>,意識・状態の異常,['ぐったりしている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/944?breed=01999
214,犬,犬パルボウイルス感染症 <犬>,食欲,['食欲不振（食欲がない）'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/944?breed=01999
215,犬,犬の腸重積（ちょうじゅうせき）,便の異常,['下痢をしている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/865?breed=01999
216,犬,犬の腸重積（ちょうじゅうせき）,吐く,['吐いている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/865?breed=01999
217,犬,犬の腸重積（ちょうじゅうせき）,意識・状態の異常,['ぐったりしている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/865?breed=01999
218,犬,犬の腸重積（ちょうじゅうせき）,食欲,['食欲不振（食欲がない）'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/865?breed=01999
219,犬,犬の腸重積（ちょうじゅうせき）,どこかに痛みがある,['腹痛'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/865?breed=01999
220,犬,犬コロナウイルス感染症 <犬>,便の異常,['下痢をしている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/947?breed=01999
221,犬,犬コロナウイルス感染症 <犬>,吐く,['吐いている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/947?breed=01999
222,犬,カンピロバクター症 <犬>,便の異常,['下痢をしている' '血液が混ざっている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/948?breed=01999
223,犬,カンピロバクター症 <犬>,吐く,['吐いている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/948?breed=01999
224,犬,異物誤飲 <犬>,便の異常,['下痢をしている' '異物が混ざっている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/954?breed=01999
225,犬,異物誤飲 <犬>,吐く,['吐いている' '吐こうとするが、吐けない'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/954?breed=01999
226,犬,異物誤飲 <犬>,意識・状態の異常,['ぐったりしている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/954?breed=01999
227,犬,異物誤飲 <犬>,その他の症状,['お腹が膨れる' '食欲がない'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/954?breed=01999
228,犬,腎不全 <犬>,便の異常,['下痢をしている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/928?breed=01999
229,犬,腎不全 <犬>,吐く,['吐いている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/928?breed=01999
230,犬,腎不全 <犬>,尿の異常,['尿の量が多い' '排尿姿勢をとるが尿が出ない'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/928?breed=01999
231,犬,腎不全 <犬>,意識・状態の異常,['ぐったりしている' '痙攣を起こす'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/928?breed=01999
232,犬,腎不全 <犬>,食欲,['食欲不振（食欲がない）'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/928?breed=01999
233,犬,糖尿病 <犬>,便の異常,['下痢をしている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/933?breed=01999
234,犬,糖尿病 <犬>,吐く,['吐いている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/933?breed=01999
235,犬,糖尿病 <犬>,尿の異常,['尿の量が多い'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/933?breed=01999
236,犬,糖尿病 <犬>,意識・状態の異常,['ぐったりしている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/933?breed=01999
237,犬,糖尿病 <犬>,その他の症状,['水をたくさん飲む'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/933?breed=01999
238,犬,糖尿病 <犬>,食欲,['食欲不振（食欲がない）'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/933?breed=01999
239,犬,副腎皮質機能低下症 <犬>,便の異常,['下痢をしている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/936?breed=01999
240,犬,副腎皮質機能低下症 <犬>,吐く,['吐いている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/936?breed=01999
241,犬,副腎皮質機能低下症 <犬>,尿の異常,['尿の量が多い'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/936?breed=01999
242,犬,副腎皮質機能低下症 <犬>,体重の変化,['体重が減る'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/936?breed=01999
243,犬,副腎皮質機能低下症 <犬>,意識・状態の異常,['ぐったりしている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/936?breed=01999
244,犬,副腎皮質機能低下症 <犬>,その他の症状,['水をたくさん飲む'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/936?breed=01999
245,犬,腸リンパ管拡張症 <犬>,便の異常,['下痢をしている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/969?breed=01999
246,犬,腸リンパ管拡張症 <犬>,体重の変化,['体重が減る'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/969?breed=01999
247,犬,腸リンパ管拡張症 <犬>,その他の症状,['お腹が膨れる' '食欲がない'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/969?breed=01999
248,犬,コクシジウム症 <犬>,便の異常,['下痢をしている' '血液が混ざっている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/937?breed=01999
249,犬,コクシジウム症 <犬>,体重の変化,['体重が減る'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/937?breed=01999
250,犬,コクシジウム症 <犬>,食欲,['食欲不振（食欲がない）'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/937?breed=01999
251,犬,犬のトリコモナス症ってどんな病気？原因や症状、治療法を解説！,便の異常,['下痢をしている' '便に未消化物が混じっている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1008?breed=01999
252,犬,馬尾症候群 <犬>,便の異常,['便が出づらい'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/992?breed=01999
253,犬,馬尾症候群 <犬>,尿の異常,['失禁する'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/992?breed=01999
254,犬,馬尾症候群 <犬>,歩き方・座り方の異常,['歩き方がおかしい'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/992?breed=01999
255,犬,骨折 <犬>,便の異常,['便が出づらい'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/913?breed=01999
256,犬,骨折 <犬>,尿の異常,['排尿姿勢をとるが尿が出ない'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/913?breed=01999
257,犬,骨折 <犬>,意識・状態の異常,['ぐったりしている' '震えている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/913?breed=01999
258,犬,骨折 <犬>,歩き方・座り方の異常,['足を挙げてあるく' '足を触られるのを嫌がる' '立てない' '歩き方がおかしい'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/913?breed=01999
259,犬,骨折 <犬>,食欲,['食欲不振（食欲がない）'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/913?breed=01999
260,犬,椎間板ヘルニア <犬>,便の異常,['便が出づらい'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/917?breed=01999
261,犬,椎間板ヘルニア <犬>,尿の異常,['排尿姿勢をとるが尿が出ない'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/917?breed=01999
262,犬,椎間板ヘルニア <犬>,意識・状態の異常,['ぐったりしている' '震えている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/917?breed=01999
263,犬,椎間板ヘルニア <犬>,歩き方・座り方の異常,['足がふらつく' '立てない' '歩き方がおかしい'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/917?breed=01999
264,犬,前立腺肥大 <犬>,便の異常,['便が出づらい'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/926?breed=01999
265,犬,前立腺肥大 <犬>,尿の異常,['尿の色がおかしい' '排尿姿勢をとるが尿が出ない'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/926?breed=01999
266,犬,前立腺癌 <犬>,便の異常,['便が出づらい'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/966?breed=01999
267,犬,前立腺癌 <犬>,尿の異常,['トイレの回数が多い' '排尿姿勢をとるが尿が出ない'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/966?breed=01999
268,犬,播種性（はしゅせい）血管内凝固症候群（DIC） <犬>,便の異常,['血液が混ざっている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1011?breed=01999
269,犬,播種性（はしゅせい）血管内凝固症候群（DIC） <犬>,尿の異常,['尿が赤い'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1011?breed=01999
270,犬,播種性（はしゅせい）血管内凝固症候群（DIC） <犬>,呼吸の異常,['呼吸が荒い'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1011?breed=01999
271,犬,播種性（はしゅせい）血管内凝固症候群（DIC） <犬>,意識・状態の異常,['ぐったりしている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1011?breed=01999
272,犬,播種性（はしゅせい）血管内凝固症候群（DIC） <犬>,その他の症状,['元気がない'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1011?breed=01999
273,犬,播種性（はしゅせい）血管内凝固症候群（DIC） <犬>,食欲,['食欲不振（食欲がない）'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1011?breed=01999
274,犬,瓜実条虫症（犬条虫症） <犬>,便の異常,['血液が混ざっている' '異物が混ざっている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1020?breed=01999
275,犬,瓜実条虫症（犬条虫症） <犬>,体重の変化,['食べる量が変わらないのに痩せてきている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1020?breed=01999
276,犬,血友病<犬>,便の異常,['血液が混ざっている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1029?breed=01999
277,犬,血友病<犬>,呼吸の異常,['呼吸が荒い'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1029?breed=01999
278,犬,血友病<犬>,意識・状態の異常,['ぐったりしている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1029?breed=01999
279,犬,血友病<犬>,その他の症状,['その他'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1029?breed=01999
280,犬,人獣共通感染症（ズーノーシス）/条虫症 <犬>,便の異常,['異物が混ざっている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1192?breed=01999
281,犬,胃潰瘍 <犬>,便の異常,['便の色がいつもと異なる'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/967?breed=01999
282,犬,胃潰瘍 <犬>,吐く,['吐いている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/967?breed=01999
283,犬,胃潰瘍 <犬>,意識・状態の異常,['ぐったりしている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/967?breed=01999
284,犬,胃潰瘍 <犬>,その他の症状,['食欲がない'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/967?breed=01999
285,犬,食べた後に吐いてしまう、吐こうとするのに何も出ない…犬が吐いているときに考えられること,吐く,['吐いている' '吐こうとするが、吐けない'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1502?breed=01999
286,犬,胆嚢粘液嚢腫（たんのうねんえきのうしゅ） <犬>,吐く,['吐いている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/983?breed=01999
287,犬,胆嚢粘液嚢腫（たんのうねんえきのうしゅ） <犬>,その他の症状,['食欲がない'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/983?breed=01999
288,犬,犬の軟口蓋軟口蓋過長症（なんこうがいかちょうしょう）ってどんな病気？治療法や予防はなにをしたらいい？,吐く,['吐いている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/902?breed=01999
289,犬,犬の軟口蓋軟口蓋過長症（なんこうがいかちょうしょう）ってどんな病気？治療法や予防はなにをしたらいい？,呼吸の異常,['呼吸が荒い' '口をあけて呼吸をする' 'いびきをする'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/902?breed=01999
290,犬,犬の軟口蓋軟口蓋過長症（なんこうがいかちょうしょう）ってどんな病気？治療法や予防はなにをしたらいい？,意識・状態の異常,['意識がなくなる'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/902?breed=01999
291,犬,犬の軟口蓋軟口蓋過長症（なんこうがいかちょうしょう）ってどんな病気？治療法や予防はなにをしたらいい？,その他の症状,['粘膜が白っぽい'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/902?breed=01999
292,犬,水腎症（すいじんしょう） <犬>,吐く,['吐いている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/998?breed=01999
293,犬,横隔膜ヘルニア <犬>,吐く,['吐いている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/903?breed=01999
294,犬,横隔膜ヘルニア <犬>,咳をする,['咳をする'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/903?breed=01999
295,犬,横隔膜ヘルニア <犬>,呼吸の異常,['呼吸が荒い'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/903?breed=01999
296,犬,横隔膜ヘルニア <犬>,意識・状態の異常,['ぐったりしている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/903?breed=01999
297,犬,鉤虫症（こうちゅうしょう） <犬>,吐く,['吐いている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1007?breed=01999
298,犬,犬の敗血症ってどんな病気？原因や症状、治療法を解説！,吐く,['吐いている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1009?breed=01999
299,犬,犬の敗血症ってどんな病気？原因や症状、治療法を解説！,呼吸の異常,['呼吸が荒い'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1009?breed=01999
300,犬,犬の敗血症ってどんな病気？原因や症状、治療法を解説！,その他の症状,['動きたがらない' '元気がない'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1009?breed=01999
301,犬,犬の敗血症ってどんな病気？原因や症状、治療法を解説！,食欲,['食欲不振（食欲がない）'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1009?breed=01999
302,犬,植物・異物・薬品による中毒 <犬>,吐く,['吐いている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1014?breed=01999
303,犬,植物・異物・薬品による中毒 <犬>,呼吸の異常,['呼吸が荒い'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1014?breed=01999
304,犬,植物・異物・薬品による中毒 <犬>,意識・状態の異常,['ぐったりしている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1014?breed=01999
305,犬,植物・異物・薬品による中毒 <犬>,その他の症状,['動きたがらない'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1014?breed=01999
306,犬,子宮蓄膿症 <犬>,吐く,['吐いている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/924?breed=01999
307,犬,子宮蓄膿症 <犬>,尿の異常,['尿の量が多い'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/924?breed=01999
308,犬,子宮蓄膿症 <犬>,その他の症状,['お腹が膨れる' '陰部から膿が出ている' '水をたくさん飲む'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/924?breed=01999
309,犬,子宮蓄膿症 <犬>,食欲,['食欲不振（食欲がない）'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/924?breed=01999
310,犬,中皮腫（ちゅうひしゅ） <犬>,吐く,['吐いている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1017?breed=01999
311,犬,中皮腫（ちゅうひしゅ） <犬>,その他の症状,['お腹が膨れる' '元気がない'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1017?breed=01999
312,犬,中皮腫（ちゅうひしゅ） <犬>,食欲,['食欲不振（食欲がない）'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1017?breed=01999
313,犬,熱中症 <犬>,吐く,['吐いている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/958?breed=01999
314,犬,熱中症 <犬>,呼吸の異常,['呼吸が荒い'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/958?breed=01999
315,犬,熱中症 <犬>,意識・状態の異常,['ぐったりしている' '痙攣を起こす' '意識がなくなる'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/958?breed=01999
316,犬,熱中症 <犬>,その他の症状,['熱っぽい'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/958?breed=01999
317,犬,胃拡張（胃拡張胃捻転） <犬>,吐く,['吐いている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/858?breed=01999
318,犬,胃拡張（胃拡張胃捻転） <犬>,呼吸の異常,['呼吸が荒い' '口をあけて呼吸をする'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/858?breed=01999
319,犬,胃拡張（胃拡張胃捻転） <犬>,意識・状態の異常,['ぐったりしている' '痙攣を起こす' '意識がなくなる'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/858?breed=01999
320,犬,胃拡張（胃拡張胃捻転） <犬>,その他の症状,['お腹が膨れる'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/858?breed=01999
321,犬,肉芽腫性髄膜脳脊髄炎（にくげしゅせいずいまくせきずいえん）<犬>,吐く,['吐いている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1024?breed=01999
322,犬,肉芽腫性髄膜脳脊髄炎（にくげしゅせいずいまくせきずいえん）<犬>,意識・状態の異常,['ぐったりしている' '頭が傾いている' '痙攣を起こす'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1024?breed=01999
323,犬,肛門嚢アポクリン腺癌 <犬>,吐く,['吐いている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/932?breed=01999
324,犬,肛門嚢アポクリン腺癌 <犬>,尿の異常,['トイレの回数が多い'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/932?breed=01999
325,犬,肛門嚢アポクリン腺癌 <犬>,体重の変化,['体重が減る'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/932?breed=01999
326,犬,肛門嚢アポクリン腺癌 <犬>,その他の症状,['水をたくさん飲む'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/932?breed=01999
327,犬,肛門嚢アポクリン腺癌 <犬>,食欲,['食欲不振（食欲がない）'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/932?breed=01999
328,犬,犬の腸閉塞とはどんな病気？原因や症状、治療法を解説！,吐く,['吐いている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/862?breed=01999
329,犬,犬の腸閉塞とはどんな病気？原因や症状、治療法を解説！,意識・状態の異常,['ぐったりしている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/862?breed=01999
330,犬,犬の腸閉塞とはどんな病気？原因や症状、治療法を解説！,その他の症状,['お腹が膨れる'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/862?breed=01999
331,犬,犬の腸閉塞とはどんな病気？原因や症状、治療法を解説！,食欲,['食欲不振（食欲がない）'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/862?breed=01999
332,犬,犬の腸閉塞とはどんな病気？原因や症状、治療法を解説！,どこかに痛みがある,['腹痛'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/862?breed=01999
333,犬,肝性脳症 <犬>,吐く,['吐いている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/981?breed=01999
334,犬,肝性脳症 <犬>,意識・状態の異常,['痙攣を起こす'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/981?breed=01999
335,犬,肝性脳症 <犬>,歩き方・座り方の異常,['歩き方がおかしい'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/981?breed=01999
336,犬,肝性脳症 <犬>,その他の症状,['粘膜が黄色い' '食欲がない'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/981?breed=01999
337,犬,巨大食道症（食道拡張症） <犬>,吐く,['吐こうとするが、吐けない'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/859?breed=01999
338,犬,巨大食道症（食道拡張症） <犬>,体重の変化,['食べる量が変わらないのに痩せてきている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/859?breed=01999
339,犬,巨大食道症（食道拡張症） <犬>,咳をする,['咳をする'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/859?breed=01999
340,犬,膀胱移行上皮癌 <犬>,尿の異常,['失禁する'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/999?breed=01999
341,犬,犬の尿崩症ってどんな病気？毎日のおしっこチェックが重要な理由は？,尿の異常,['失禁する'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1003?breed=01999
342,犬,急性多発性神経根炎<犬>,尿の異常,['失禁する'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1028?breed=01999
343,犬,急性多発性神経根炎<犬>,呼吸の異常,['呼吸が荒い'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1028?breed=01999
344,犬,急性多発性神経根炎<犬>,歩き方・座り方の異常,['足を引きずる' '立てない'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1028?breed=01999
345,犬,急性多発性神経根炎<犬>,その他の症状,['動きたがらない'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1028?breed=01999
346,犬,痴呆（認知症） <犬>,尿の異常,['失禁する'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/920?breed=01999
347,犬,痴呆（認知症） <犬>,意識・状態の異常,['行動の変化' '性格の変化' 'ずっと寝ている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/920?breed=01999
348,犬,痴呆（認知症） <犬>,歩き方・座り方の異常,['足がふらつく'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/920?breed=01999
349,犬,異所性尿管 <犬>,尿の異常,['失禁する'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/996?breed=01999
350,犬,尿道閉塞,尿の異常,['トイレの回数が多い' '排尿姿勢をとるが尿が出ない' '排尿時に痛がる'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1477?breed=01999
351,犬,尿石症 <犬>,尿の異常,['トイレの回数が多い' '尿の色がおかしい' '排尿姿勢をとるが尿が出ない' '排尿時に痛がる'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/927?breed=01999
352,犬,尿石症 <犬>,食欲,['食欲不振（食欲がない）'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/927?breed=01999
353,犬,膀胱炎 <犬>,尿の異常,['トイレの回数が多い' '尿に膿が混ざる' '尿の色がおかしい' '排尿姿勢をとるが尿が出ない'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/929?breed=01999
354,犬,膀胱炎 <犬>,その他の症状,['水をたくさん飲む'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/929?breed=01999
355,犬,いつもより多い、かまえるのに出ていない…犬のおしっこの頻度、量がおかしいとき,尿の異常,['尿の量が多い'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1504?breed=01999
356,犬,犬のおしっこの色がいつもと違う…考えられる病気は？,尿の異常,['尿の色がおかしい'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1505?breed=01999
357,犬,人獣共通感染症（ズーノーシス）/フィラリア（糸状虫）症 <犬>,尿の異常,['尿の色がおかしい'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/939?breed=01999
358,犬,人獣共通感染症（ズーノーシス）/フィラリア（糸状虫）症 <犬>,呼吸の異常,['呼吸が荒い'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/939?breed=01999
359,犬,人獣共通感染症（ズーノーシス）/フィラリア（糸状虫）症 <犬>,意識・状態の異常,['ぐったりしている' '疲れやすい'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/939?breed=01999
360,犬,人獣共通感染症（ズーノーシス）/フィラリア（糸状虫）症 <犬>,その他の症状,['お腹が膨れる'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/939?breed=01999
361,犬,バベシア症 <犬>,尿の異常,['尿の色がおかしい'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/941?breed=01999
362,犬,バベシア症 <犬>,体重の変化,['体重が減る'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/941?breed=01999
363,犬,バベシア症 <犬>,意識・状態の異常,['ぐったりしている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/941?breed=01999
364,犬,バベシア症 <犬>,その他の症状,['熱っぽい'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/941?breed=01999
365,犬,免疫介在性溶血性貧血（IMHA) <犬>,尿の異常,['尿の色がおかしい'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/949?breed=01999
366,犬,免疫介在性溶血性貧血（IMHA) <犬>,呼吸の異常,['呼吸が荒い'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/949?breed=01999
367,犬,免疫介在性溶血性貧血（IMHA) <犬>,意識・状態の異常,['ぐったりしている' '疲れやすい'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/949?breed=01999
368,犬,免疫介在性溶血性貧血（IMHA) <犬>,その他の症状,['粘膜が黄色い' '食欲がない'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/949?breed=01999
369,犬,肝硬変 <犬>,尿の異常,['尿の色がおかしい'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/980?breed=01999
370,犬,肝硬変 <犬>,意識・状態の異常,['ぐったりしている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/980?breed=01999
371,犬,肝硬変 <犬>,その他の症状,['粘膜が黄色い'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/980?breed=01999
372,犬,肝硬変 <犬>,食欲,['食欲不振（食欲がない）'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/980?breed=01999
373,犬,鞭虫（べんちゅう）症 <犬>,体重の変化,['食べる量が変わらないのに痩せてきている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1006?breed=01999
374,犬,高脂血症 <犬>,体重の変化,['食べる量が変わらないのに体重が増える'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/951?breed=01999
