id,animal_category,disease,sym_part,symptom,url
34,犬,甲状腺腫瘍（こうじょうせんしゅよう） <犬>,咳をする,['咳をする'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1015?breed=01999
35,犬,甲状腺腫瘍（こうじょうせんしゅよう） <犬>,呼吸の異常,['呼吸が荒い'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1015?breed=01999
36,犬,甲状腺腫瘍（こうじょうせんしゅよう） <犬>,食欲,['異常に食欲がある'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1015?breed=01999
37,犬,甲状腺機能低下症 <犬>,皮膚の症状,['毛が抜ける'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/934?breed=01999
38,犬,甲状腺機能低下症 <犬>,体重の変化,['食べる量が変わらないのに体重が増える'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/934?breed=01999
39,犬,甲状腺機能低下症 <犬>,意識・状態の異常,['ぐったりしている' 'ずっと寝ている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/934?breed=01999
40,犬,亜鉛欠乏症<犬>,皮膚の症状,['毛が抜ける' '赤い'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1026?breed=01999
41,犬,亜鉛欠乏症<犬>,耳の症状,['耳の毛が抜けている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1026?breed=01999
42,犬,犬の副腎皮質機能亢進症（クッシング症候群）の原因や症状、治療法を解説！,皮膚の症状,['毛が抜ける'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/935?breed=01999
43,犬,犬の副腎皮質機能亢進症（クッシング症候群）の原因や症状、治療法を解説！,尿の異常,['尿の量が多い'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/935?breed=01999
44,犬,犬の副腎皮質機能亢進症（クッシング症候群）の原因や症状、治療法を解説！,意識・状態の異常,['ずっと寝ている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/935?breed=01999
45,犬,犬の副腎皮質機能亢進症（クッシング症候群）の原因や症状、治療法を解説！,その他の症状,['お腹が膨れる' '水をたくさん飲む'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/935?breed=01999
46,犬,犬の副腎皮質機能亢進症（クッシング症候群）の原因や症状、治療法を解説！,食欲,['異常に食欲がある'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/935?breed=01999
47,犬,セルトリ細胞腫,皮膚の症状,['毛が抜ける'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1031?breed=01999
48,犬,セルトリ細胞腫,その他の症状,['乳腺が張っている' '元気がない'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1031?breed=01999
49,犬,皮膚糸状菌症 <犬> ＊人獣共通感染症,皮膚の症状,['毛が抜ける' '痒がる' '白いかさぶたみたいなものがある' '赤い' '脱毛'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1197?breed=01999
50,犬,犬が皮膚をかゆがっているときに考えられること,皮膚の症状,['痒がる'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1500?breed=01999
51,犬,マラセチア皮膚炎・外耳炎 <犬>,皮膚の症状,['痒がる' '臭う' '脱毛'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1499?breed=01999
52,犬,急性湿性皮膚炎（ホットスポット）,皮膚の症状,['痒がる' '臭う' '汚れている' '皮膚が濡れている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1476?breed=01999
53,犬,ツメダニ症 <犬>,皮膚の症状,['痒がる' '白いかさぶたみたいなものがある'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/891?breed=01999
54,犬,マダニ症<犬>,皮膚の症状,['痒がる'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1033?breed=01999
55,犬,マダニ症<犬>,その他の症状,['熱っぽい'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1033?breed=01999
56,犬,マダニ症<犬>,食欲,['食欲不振（食欲がない）'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1033?breed=01999
57,犬,肛門周囲腺腫 <犬>,皮膚の症状,['臭う' '血が出ている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/931?breed=01999
58,犬,肛門周囲腺腫 <犬>,便の異常,['便が出づらい'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/931?breed=01999
59,犬,肛門嚢（腺）炎 <犬>,皮膚の症状,['臭う' '血が出ている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/970?breed=01999
60,犬,肛門嚢（腺）炎 <犬>,歩き方・座り方の異常,['おしりをひきずる' '歩き方がおかしい'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/970?breed=01999
61,犬,悪性黒色腫（メラノーマ） <犬>,皮膚の症状,['しこりがある'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/962?breed=01999
62,犬,悪性黒色腫（メラノーマ） <犬>,口の症状,['よだれを垂らす' '口臭がする'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/962?breed=01999
63,犬,脂肪腫 <犬>,皮膚の症状,['しこりがある'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/963?breed=01999
64,犬,血管肉腫 <犬>,皮膚の症状,['しこりがある'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/965?breed=01999
65,犬,血管肉腫 <犬>,呼吸の異常,['呼吸が荒い'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/965?breed=01999
66,犬,血管肉腫 <犬>,意識・状態の異常,['ぐったりしている' '疲れやすい'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/965?breed=01999
67,犬,血管肉腫 <犬>,歩き方・座り方の異常,['歩き方がおかしい'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/965?breed=01999
68,犬,血管肉腫 <犬>,その他の症状,['お腹が膨れる'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/965?breed=01999
69,犬,唾液腺嚢胞 <犬>,皮膚の症状,['しこりがある'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/968?breed=01999
70,犬,唾液腺嚢胞 <犬>,呼吸の異常,['呼吸が荒い'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/968?breed=01999
71,犬,唾液腺嚢胞 <犬>,その他の症状,['ご飯を飲み込みづらそう'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/968?breed=01999
72,犬,組織球腫 <犬>,皮膚の症状,['しこりがある' '脱毛'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1016?breed=01999
73,犬,乳頭腫 <犬>,皮膚の症状,['しこりがある' '白いかさぶたみたいなものがある'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1018?breed=01999
74,犬,乳腺腫瘍 <犬>,皮膚の症状,['しこりがある'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/923?breed=01999
75,犬,乳腺腫瘍 <犬>,その他の症状,['乳汁がでる'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/923?breed=01999
76,犬,犬の乳腺炎（にゅうせんえん）ってどんな病気？原因や症状、治療法を解説！,皮膚の症状,['しこりがある'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/925?breed=01999
77,犬,犬の乳腺炎（にゅうせんえん）ってどんな病気？原因や症状、治療法を解説！,その他の症状,['熱っぽい' '乳腺が張っている' '乳汁がでる'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/925?breed=01999
78,犬,犬の乳腺炎（にゅうせんえん）ってどんな病気？原因や症状、治療法を解説！,食欲,['食欲不振（食欲がない）'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/925?breed=01999
79,犬,免疫介在性血小板減少症（IMTP） <犬>,皮膚の症状,['血が出ている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1012?breed=01999
80,犬,免疫介在性血小板減少症（IMTP） <犬>,便の異常,['血液が混ざっている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1012?breed=01999
81,犬,免疫介在性血小板減少症（IMTP） <犬>,尿の異常,['尿が赤い'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1012?breed=01999
82,犬,交通事故 <犬>,皮膚の症状,['血が出ている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/957?breed=01999
83,犬,交通事故 <犬>,吐く,['吐いている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/957?breed=01999
84,犬,交通事故 <犬>,呼吸の異常,['呼吸が荒い'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/957?breed=01999
85,犬,交通事故 <犬>,意識・状態の異常,['ぐったりしている' '意識がなくなる'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/957?breed=01999
86,犬,交通事故 <犬>,歩き方・座り方の異常,['足を挙げてあるく' '足がふらつく'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/957?breed=01999
87,犬,交通事故 <犬>,その他の症状,['お腹が膨れる' '食欲がない'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/957?breed=01999
88,犬,"フォンビルブランド病（von Willebrand,s disease） <犬>",皮膚の症状,['血が出ている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1010?breed=01999
89,犬,"フォンビルブランド病（von Willebrand,s disease） <犬>",便の異常,['血液が混ざっている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1010?breed=01999
90,犬,"フォンビルブランド病（von Willebrand,s disease） <犬>",尿の異常,['尿が赤い'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1010?breed=01999
91,犬,電撃傷（感電） <共通> <犬>,皮膚の症状,['赤い'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1205?breed=01999
92,犬,電撃傷（感電） <共通> <犬>,呼吸の異常,['呼吸が荒い'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1205?breed=01999
93,犬,電撃傷（感電） <共通> <犬>,意識・状態の異常,['震えている' '意識がなくなる'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1205?breed=01999
94,犬,黄疸 <犬>,皮膚の症状,['黄色い'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/979?breed=01999
95,犬,黄疸 <犬>,目の症状,['黄色い'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/979?breed=01999
96,犬,黄疸 <犬>,尿の異常,['尿の色がおかしい'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/979?breed=01999
97,犬,黄疸 <犬>,その他の症状,['粘膜が黄色い'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/979?breed=01999
98,犬,歯の破折（はせつ） <犬>,口の症状,['よだれを垂らす' '口の中がただれている' '口を痛がる'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/974?breed=01999
99,犬,歯の破折（はせつ） <犬>,鼻の症状,['くしゃみをする'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/974?breed=01999
100,犬,咀嚼筋炎 <犬>,口の症状,['よだれを垂らす'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/986?breed=01999
101,犬,咀嚼筋炎 <犬>,その他の症状,['食欲がない'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/986?breed=01999
102,犬,脳腫瘍<犬>,口の症状,['よだれを垂らす'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1034?breed=01999
103,犬,脳腫瘍<犬>,意識・状態の異常,['頭が傾いている' '意識がなくなる'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1034?breed=01999
104,犬,脳腫瘍<犬>,その他の症状,['元気がない'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1034?breed=01999
105,犬,犬の髄膜腫ってどんな病気？原因は？治療法は？,口の症状,['よだれを垂らす'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1035?breed=01999
106,犬,犬の髄膜腫ってどんな病気？原因は？治療法は？,吐く,['吐いている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1035?breed=01999
107,犬,犬の髄膜腫ってどんな病気？原因は？治療法は？,意識・状態の異常,['痙攣を起こす'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1035?breed=01999
108,犬,犬の髄膜腫ってどんな病気？原因は？治療法は？,歩き方・座り方の異常,['歩き方がおかしい'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1035?breed=01999
109,犬,犬の髄膜腫ってどんな病気？原因は？治療法は？,食欲,['食欲不振（食欲がない）'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1035?breed=01999
110,犬,歯周病（歯肉炎・歯周炎） <犬>,口の症状,['よだれを垂らす' '口の中がただれている' '口を痛がる' '口臭がする'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/882?breed=01999
111,犬,歯周病（歯肉炎・歯周炎） <犬>,食欲,['食欲不振（食欲がない）'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/882?breed=01999
112,犬,肝炎 <犬>,口の症状,['よだれを垂らす'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/907?breed=01999
113,犬,肝炎 <犬>,便の異常,['下痢をしている' '便の色がいつもと異なる'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/907?breed=01999
114,犬,肝炎 <犬>,吐く,['吐いている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/907?breed=01999
115,犬,肝炎 <犬>,体重の変化,['体重が減る'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/907?breed=01999
116,犬,肝炎 <犬>,意識・状態の異常,['痙攣を起こす'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/907?breed=01999
117,犬,肝炎 <犬>,その他の症状,['粘膜が黄色い'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/907?breed=01999
118,犬,肝炎 <犬>,食欲,['食欲不振（食欲がない）'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/907?breed=01999
119,犬,門脈シャント <犬>,口の症状,['よだれを垂らす'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/908?breed=01999
120,犬,門脈シャント <犬>,便の異常,['下痢をしている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/908?breed=01999
121,犬,門脈シャント <犬>,吐く,['吐いている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/908?breed=01999
122,犬,門脈シャント <犬>,尿の異常,['トイレの回数が多い'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/908?breed=01999
123,犬,門脈シャント <犬>,意識・状態の異常,['痙攣を起こす' '意識がなくなる'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/908?breed=01999
124,犬,門脈シャント <犬>,食欲,['食欲不振（食欲がない）'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/908?breed=01999
125,犬,てんかん <犬>,口の症状,['よだれを垂らす'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/919?breed=01999
126,犬,てんかん <犬>,意識・状態の異常,['震えている' '頭が傾いている' '痙攣を起こす' '意識がなくなる'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/919?breed=01999
127,犬,てんかん <犬>,歩き方・座り方の異常,['足がふらつく'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/919?breed=01999
128,犬,尿毒症 <犬>,口の症状,['よだれを垂らす'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/930?breed=01999
129,犬,尿毒症 <犬>,吐く,['吐いている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/930?breed=01999
130,犬,尿毒症 <犬>,体重の変化,['体重が減る'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/930?breed=01999
131,犬,尿毒症 <犬>,意識・状態の異常,['痙攣を起こす' '意識がなくなる'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/930?breed=01999
132,犬,尿毒症 <犬>,食欲,['食欲不振（食欲がない）'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/930?breed=01999
133,犬,よだれが多い、口を気にする、悪臭がする…犬の口の中の様子がいつもと違うときに考えられること,口の症状,['口の中がただれている' '口を痛がる' '口臭がする'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1512?breed=01999
134,犬,根尖膿瘍（こんせんのうよう） <犬>,口の症状,['口を痛がる' '口臭がする'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/884?breed=01999
135,犬,根尖膿瘍（こんせんのうよう） <犬>,鼻の症状,['くしゃみをする'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/884?breed=01999
136,犬,口蓋裂 <犬>,口の症状,['口臭がする'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/883?breed=01999
137,犬,口蓋裂 <犬>,鼻の症状,['くしゃみをする'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/883?breed=01999
138,犬,乳歯遺存 <犬>,口の症状,['歯がぐらついている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1179?breed=01999
139,犬,狂犬病 <犬>,口の症状,['あくびが多い'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1021?breed=01999
140,犬,狂犬病 <犬>,意識・状態の異常,['痙攣を起こす'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1021?breed=01999
141,犬,狂犬病 <犬>,歩き方・座り方の異常,['足がふらつく'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1021?breed=01999
142,犬,狂犬病 <犬>,食欲,['食欲不振（食欲がない）'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1021?breed=01999
143,犬,鼻炎 <犬>,鼻の症状,['鼻水をたらす' 'くしゃみをする'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/894?breed=01999
144,犬,鼻炎 <犬>,呼吸の異常,['いびきをする'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/894?breed=01999
145,犬,副鼻腔炎 <犬>,鼻の症状,['鼻水をたらす' 'くしゃみをする'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/897?breed=01999
146,犬,副鼻腔炎 <犬>,呼吸の異常,['口をあけて呼吸をする' 'いびきをする'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/897?breed=01999
147,犬,犬ジステンパーウイルス感染症 <犬>,鼻の症状,['鼻水をたらす' 'くしゃみをする'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/943?breed=01999
148,犬,犬ジステンパーウイルス感染症 <犬>,意識・状態の異常,['震えている' '痙攣を起こす'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/943?breed=01999
149,犬,犬ジステンパーウイルス感染症 <犬>,その他の症状,['熱っぽい'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/943?breed=01999
150,犬,ケンネルコフ <犬>,鼻の症状,['鼻水をたらす'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/945?breed=01999
151,犬,ケンネルコフ <犬>,目の症状,['目やにが出る'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/945?breed=01999
152,犬,ケンネルコフ <犬>,咳をする,['咳をする'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/945?breed=01999
153,犬,ケンネルコフ <犬>,その他の症状,['熱っぽい'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/945?breed=01999
154,犬,赤い、目やに、涙やけ…犬の目の様子がいつもと違うとき,目の症状,['目が赤い'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1510?breed=01999
155,犬,緑内障 <犬>,目の症状,['目が赤い' '目やにが出る' '目を痛がる' '涙を流す' '見えてなさそう' '目が突出してきた'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/872?breed=01999
156,犬,チェリーアイ（第三眼瞼腺逸脱） <犬>,目の症状,['目が赤い' '目を痛がる'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/874?breed=01999
157,犬,犬の角膜炎ってどんな病気？原因や治療法は？短頭種はなりやすいって本当？,目の症状,['目が赤い' '目やにが出る' '目をしょぼしょぼさせる' '目を痛がる' '目を痒がる' '涙を流す' '見えてなさそう'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/875?breed=01999
158,犬,眼瞼内反症・外反症 <犬>,目の症状,['目が赤い' '目を痛がる' '目を痒がる'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/878?breed=01999
159,犬,乾性角結膜炎（KCS） <犬>,目の症状,['目が赤い' '目やにが出る' '目をしょぼしょぼさせる' '目を痛がる' '目を痒がる' '見えてなさそう' '目が白く濁っている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/880?breed=01999
160,犬,水晶体脱臼 <犬>,目の症状,['目が赤い' '目が白く濁っている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/881?breed=01999
161,犬,ブドウ膜炎<犬>,目の症状,['目が赤い' '目やにが出る' '目をしょぼしょぼさせる'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1025?breed=01999
162,犬,結膜炎 <犬>,目の症状,['目が赤い' '目やにが出る' '目をしょぼしょぼさせる' '目を痛がる' '目を痒がる' '涙を流す'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/871?breed=01999
163,犬,涙管閉塞（流涙症、鼻涙管閉塞） <犬>,目の症状,['目やにが出る' '涙を流す'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/876?breed=01999
164,犬,マイボーム腺炎 <犬>,目の症状,['目やにが出る' '目をしょぼしょぼさせる' '目を痒がる' '涙を流す'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/971?breed=01999
165,犬,角膜潰瘍<犬>,目の症状,['涙を流す'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1187?breed=01999
166,犬,白内障 <犬>,目の症状,['見えてなさそう' '目が白く濁っている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/873?breed=01999
167,犬,パグ脳炎（壊死性髄膜脳炎） <犬>,目の症状,['見えてなさそう'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/922?breed=01999
168,犬,パグ脳炎（壊死性髄膜脳炎） <犬>,意識・状態の異常,['頭が傾いている' '痙攣を起こす' '行動の変化' '性格の変化'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/922?breed=01999
169,犬,進行性網膜萎縮症（PRA：Progressive Retinal Atrophy）<犬>,目の症状,['見えてなさそう' '黒目が大きい'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/973?breed=01999
170,犬,セロイドリポフスチン症（CL症） <犬>,目の症状,['見えてなさそう'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/988?breed=01999
171,犬,セロイドリポフスチン症（CL症） <犬>,意識・状態の異常,['行動の変化'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/988?breed=01999
172,犬,GM1ガングリオシドーシス,目の症状,['目が白く濁っている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1036?breed=01999
173,犬,GM1ガングリオシドーシス,意識・状態の異常,['ぐったりしている' '震えている' '痙攣を起こす'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1036?breed=01999
174,犬,角膜ジストロフィー <犬>,目の症状,['目が白く濁っている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/879?breed=01999
175,犬,核硬化症（かくこうかしょう） <犬>,目の症状,['目が白く濁っている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/972?breed=01999
176,犬,外耳炎 <犬>,耳の症状,"['耳の毛が抜けている' '耳が腫れている' '耳が臭う' '耳が赤い' '耳を触るのを嫌がる' '耳を良く振る' '耳を痒がる'
 '耳垢が出ている' '聴こえてなさそう' '耳がただれている']",https://www.anicom-sompo.co.jp/doubutsu_pedia/node/867?breed=01999
177,犬,皮膚糸状菌症<犬>,耳の症状,['耳の毛が抜けている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/885?breed=01999
178,犬,赤い、くさい、かゆがる…犬の耳がいつもと違うとき｜病気や耳掃除のこと,耳の症状,['耳が腫れている' '耳が臭う' '耳が赤い' '耳を痒がる' '耳垢が出ている' '聴こえてなさそう'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1511?breed=01999
179,犬,耳血腫 <犬>,耳の症状,['耳が腫れている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/868?breed=01999
180,犬,中耳炎・内耳炎 <犬>,耳の症状,['耳が腫れている' '耳が臭う' '耳が赤い' '耳を触るのを嫌がる' '耳を良く振る' '耳を痒がる'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/870?breed=01999
181,犬,下痢や血便、虫がいる…犬のうんちがいつもと違うとき,便の異常,['下痢をしている' '血液が混ざっている' '便の色がいつもと異なる' 'うんちに虫がついている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1506?breed=01999
182,犬,膵炎 <犬>,便の異常,['下痢をしている' '血液が混ざっている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/860?breed=01999
183,犬,膵炎 <犬>,吐く,['吐いている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/860?breed=01999
184,犬,膵炎 <犬>,体重の変化,['食べる量が変わらないのに痩せてきている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/860?breed=01999
185,犬,膵炎 <犬>,その他の症状,['熱っぽい'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/860?breed=01999
186,犬,膵炎 <犬>,食欲,['食欲不振（食欲がない）'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/860?breed=01999
187,犬,膵炎 <犬>,どこかに痛みがある,['腹痛'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/860?breed=01999
188,犬,回虫（トキソカラ）症 <犬>,便の異常,['下痢をしている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/938?breed=01999
189,犬,回虫（トキソカラ）症 <犬>,吐く,['吐いている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/938?breed=01999
190,犬,回虫（トキソカラ）症 <犬>,体重の変化,['体重が減る'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/938?breed=01999
191,犬,回虫（トキソカラ）症 <犬>,その他の症状,['お腹が膨れる'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/938?breed=01999
192,犬,低タンパク血症<犬>,便の異常,['下痢をしている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1027?breed=01999
193,犬,低タンパク血症<犬>,呼吸の異常,['呼吸が荒い'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1027?breed=01999
194,犬,低タンパク血症<犬>,その他の症状,['お腹が膨れる' '元気がない'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1027?breed=01999
195,犬,膵外分泌不全 <犬>,便の異常,['下痢をしている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/861?breed=01999
196,犬,膵外分泌不全 <犬>,体重の変化,['食べる量が変わらないのに痩せてきている' '体重が減る'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/861?breed=01999
197,犬,膵外分泌不全 <犬>,食欲,['異常に食欲がある'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/861?breed=01999
198,犬,ジアルジア症 <犬>,便の異常,['下痢をしている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/940?breed=01999
199,犬,ジアルジア症 <犬>,体重の変化,['体重が減る'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/940?breed=01999
200,犬,人獣共通感染症（ズーノーシス）/レプトスピラ症,便の異常,['下痢をしている' '血液が混ざっている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1193?breed=01999
201,犬,人獣共通感染症（ズーノーシス）/レプトスピラ症,吐く,['吐いている'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1193?breed=01999
202,犬,人獣共通感染症（ズーノーシス）/レプトスピラ症,その他の症状,['食欲がない' '元気がない'],https://www.anicom-sompo.co.jp/doubutsu_pedia/node/1193?breed=01999
